cat_id,parent_id,cat_name
12686,2460.0,Радиаторы отопления
12688,2460.0,Аксессуары для радиаторов
12698,2465.0,Газовые баллоны
12700,2467.0,Встраиваемые конвекторы
12704,2485.0,Приборы контроля и сигнализации
12706,2485.0,Устройства защитного отключения (УЗО)
12707,2485.0,Автоматические выключатели дифференциального тока
12710,2486.0,"Изделия для изоляции, крепления и маркировки"
12713,2486.0,Распределительные коробки
12715,2486.0,Молниезащита и заземление
12717,2487.0,Системы видеонаблюдения
12718,2487.0,Шлагбаумы и автоматика для ворот
12719,2487.0,Домофоны
12722,2487.0,Дверные звонки
12723,2487.0,Ключи и брелоки для домофонов
12725,2487.0,Защита от протечек воды
12728,2488.0,Генераторы
12733,2488.0,Солнечные электростанции и комплектующие
12738,2489.0,"Светосигнальные лампы, кнопки управления"
12740,2489.0,Шины и шинопроводы
12749,2490.0,Электрический теплый пол
12752,2491.0,"Розетки, выключатели и рамки"
12753,2491.0,Прочие электроустановочные изделия
12755,2492.0,Удлинители и сетевые фильтры
12756,2492.0,"Удлинители на катушках, силовые удлинители"
12757,2492.0,"Переходники, вилки и колодки"
12763,2494.0,Аксессуары для контакторов и реле
12765,2495.0,Системы прокладки кабеля под полом
12766,2495.0,Гофрированные трубы
12767,2495.0,Кабель-каналы
12772,2495.0,Комплектующие для кабель-каналов
12786,2498.0,Люстры и потолочные светильники
12787,2498.0,Бра и настенные светильники
12788,2498.0,Настольные лампы и светильники
12791,2498.0,Уличное освещение и прожекторы
12794,2498.0,Торшеры и напольные светильники
12797,2498.0,Комплектующие для светильников
12850,2505.0,Клеи бытовые и универсальные
12912,2513.0,Линолеум
12914,2513.0,Пробковый пол
12918,2513.0,Комплектующие для плинтуса
12922,2513.0,Аксессуары для укладки напольных покрытий
12944,2521.0,Замки навесные
12948,2521.0,Дверные доводчики
12951,2521.0,Петли дверные
12954,2522.0,Вызывные панели домофонов
12955,2522.0,Дверные звонки
12961,2529.0,Гвозди
12966,2529.0,Винты и болты
12980,2534.0,Посуда для индукционных плит
12981,2534.0,Сковороды и сотейники
12982,2534.0,Кастрюли и ковши
12984,2534.0,Посуда и формы для выпечки и запекания
12985,2534.0,"Казаны, тажины"
12986,2534.0,Крышки для посуды
12988,2534.0,Наборы для фондю
12989,2535.0,Сервизы
12991,2535.0,Столовые приборы
12992,2535.0,"Кружки, чашки, блюдца и пары"
12993,2535.0,Блюда и салатники
12994,2535.0,Тарелки
12996,2535.0,Кувшины и графины
12998,2535.0,Подносы
13002,2536.0,"Турки, кофеварки, кофемолки"
13003,2536.0,Френч-прессы
13004,2536.0,Чайники
13005,2536.0,Заварочные чайники
13006,2536.0,Ручные соковыжималки
13007,2536.0,Штопоры и принадлежности для бутылок
13009,2536.0,Самовары
13014,2537.0,Ножи кухонные
13018,2537.0,Подставки для кухонных ножей
13020,2537.0,"Овощечистки, рыбочистки"
13021,2537.0,Ножницы кухонные
13022,2537.0,Разделочные доски
13024,2539.0,Контейнеры и ланч-боксы
13027,2539.0,Хлебницы и корзины для хлеба
13033,2540.0,Миски и дуршлаги
13034,2540.0,Мерные емкости и сита
13036,2540.0,Консервные ножи и закаточные машинки
13037,2540.0,"Формы для льда, шоколада и десертов"
13039,2540.0,Кухонные термометры и таймеры
13040,2540.0,"Фольга, бумага, пакеты"
13044,2542.0,Картриджи и сменные элементы для бытовых водоочистителей
13046,2543.0,Подвесные светильники
13047,2543.0,Светодиодные люстры
13051,2543.0,Светодиодные светильники
13052,2543.0,Линейные светильники
13053,2543.0,Светодиодные панели
13054,2543.0,Настенно-потолочные светильники
13057,2543.0,Трековые светильники
13060,2545.0,Настенные светильники
13061,2545.0,Светодиодные светильники
13062,2545.0,Интерьерная подсветка
13064,2545.0,Интерьерная подсветка для зеркал
13068,2546.0,Ночники
13078,2548.0,Лампочки
13085,2551.0,Прожекторы
13087,2552.0,Переносные светильники
13088,2560.0,Машинки для удаления катышков
13089,2560.0,Вешалки напольные
13093,2560.0,Чехлы для гладильных досок
13096,2560.0,Аксессуары для глажения белья
13118,2564.0,"Стекломои, скребки, сгоны"
13119,2564.0,Ведра и тазы
13120,2564.0,"Тряпки, щетки, губки"
13122,2564.0,Мешки для мусора
13125,2574.0,Бутылки для напитков
13128,2578.0,Комплекты постельного белья
13132,2585.0,Жалюзи
13137,2585.0,Римские и рулонные шторы
13141,2587.0,Электроодеяла
13142,2587.0,Электропростыни и электроматрасы
13146,2593.0,Карнизы и аксессуары для штор
13148,2594.0,"Горшки, подставки для цветов"
13154,2596.0,Статуэтки и фигурки
13155,2596.0,Вазы
13162,2597.0,Настольные и каминные часы
13163,2597.0,Настенные часы
13176,2600.0,Фотоальбомы
13179,2601.0,Подсвечники
13182,2604.0,Столы и столики
13193,2606.0,Кресла
13195,2607.0,Шкафы
13197,2607.0,Комоды
13198,2607.0,Обувницы
13199,2607.0,Стеллажи и этажерки
13200,2607.0,Полки
13207,2609.0,Тумбы для ванной
13211,2609.0,"Мыльницы, стаканы и дозаторы"
13221,2612.0,Мебель для прихожих
13225,2612.0,Вешалки напольные
13226,2612.0,Вешалки настенные
13236,2615.0,Надувная мебель
13239,2615.0,Насосы и аксессуары для надувных изделий
13244,2616.0,Гамаки
13245,2616.0,Садовые шатры
13248,2616.0,Лежаки и шезлонги
13252,2627.0,Новогодние искусственные елки
13254,2627.0,Елочные украшения
13255,2627.0,Новогодний декор
13264,2627.0,Новогодняя посуда
13294,2633.0,Системы видеонаблюдения
13316,2649.0,Пледы
13319,2649.0,Новогодние шторы
13322,2649.0,"Новогодние кухонные рукавицы, фартуки и прихватки"
13335,2651.0,Столовые приборы
13338,2651.0,Скатерти и салфетки
13453,2770.0,Часы для мужчин
13454,2770.0,Сумки и чемоданы для мужчин
13459,2770.0,Ремни и подтяжки для мужчин
13460,2770.0,Мужские галстуки
13461,2770.0,Кошельки для мужчин
13462,2770.0,Визитницы и кредитницы
13636,2805.0,Наручные часы
13644,2807.0,Солнцезащитные очки
13645,2807.0,Зонты
13648,2807.0,Обложки для документов
13649,2807.0,Брелоки и ключницы
13652,2807.0,Кигуруми для взрослых
13653,2807.0,Карнавальные костюмы и аксессуары для праздника
13655,2807.0,Аксессуары для ухода за обувью
13659,2883.0,Тонометры
13686,2927.0,Массажные коврики и валики
13687,2927.0,Массажёры
13689,2927.0,Массажные кресла
13702,1503.0,Пастель и мелки для рисования
13707,1503.0,Бумага для рисования и черчения
13712,1503.0,Рамки для картин
13716,1503.0,Инструменты и принадлежности для рисования
13744,1507.0,Раскраски
13763,1511.0,3D-ручки
13767,1511.0,Мозаики и калейдоскопы для детей
13769,1511.0,Товары для декорирования
13771,1511.0,Детские ножницы
13772,1511.0,Цветная бумага и картон
13777,1511.0,Картины-фрески из песка для детского творчества
13778,1511.0,Гравюры для детей
13780,1511.0,Товары для создания оригами
13782,1511.0,Клей канцелярский
13789,1514.0,Портновские манекены
13794,1514.0,"Пяльцы, станки, рамки для вышивания"
13818,1520.0,Воздушные шары
13827,1520.0,Флаги и гербы
13828,1520.0,Свадебные украшения
13874,3045.0,Учебные пособия
13876,3045.0,Хрестоматии
13877,3045.0,Образовательные программы
13996,3091.0,Атласы и карты
14025,3113.0,Холодильные шкафы
14026,3113.0,Морозильное оборудование
14027,3113.0,Холодильные витрины
14030,3113.0,Мини-бары
14031,3113.0,Винные шкафы
14036,3114.0,Торговое оборудование для касс
14052,3129.0,Принадлежности для парикмахерских
14053,3129.0,Тележки для парикмахера
14054,3129.0,Мойки парикмахерские
14058,3129.0,"Щипцы, плойки и выпрямители"
14060,3129.0,Профессиональные средства для ухода за волосами
14061,3129.0,Средства для окрашивания волос
14063,3129.0,Средства для ухода за бородой и усами
14079,3144.0,Огнетушители
14080,3144.0,Системы охранно-пожарной сигнализации
14087,3145.0,Инфракрасные прожекторы
14088,3145.0,Камеры видеонаблюдения
14089,3145.0,Комплектующие для систем видеонаблюдения
14090,3145.0,Видеорегистраторы систем видеонаблюдения
14125,3180.0,Антенны для мобильных телефонов
14126,3180.0,Аудиомодули для мобильных телефонов
14128,3180.0,Дисплеи и тачскрины для мобильных телефонов
14132,3180.0,Корпусные детали для мобильных телефонов
14134,3180.0,Шлейфы для мобильных телефонов
14151,3220.0,Ракетки и мячи для настольного тенниса
14160,2897.0,Очки для компьютера
14171,3513.0,Доски и мольберты для рисования
14173,3513.0,Холсты для рисования
14174,3513.0,Альбомы и папки для рисования и черчения
14178,3513.0,Карандаши чернографитные
14180,3513.0,Ластики
14181,3513.0,Одежда для уроков труда
14205,3518.0,Пазлы
14213,3518.0,Наборы для создания украшений
14214,3518.0,Ножницы
14216,3518.0,Наклейки для творчества
14217,3518.0,Товары для валяния из шерсти
14219,3518.0,Штампы и трафареты для творчества
14221,3518.0,Гравюры для детей
14225,3518.0,Клей канцелярский
14238,3532.0,"Синтезаторы, пианино и MIDI-клавиатуры"
14241,3533.0,Акустические гитары
14242,3533.0,Электроакустические гитары
14253,3536.0,Ударные установки и инструменты
14255,3536.0,"Барабанные палочки, щетки, руты"
14257,3536.0,Тарелки для ударных
14275,3538.0,Оборудование для звукозаписывающих студий
14317,1005.0,Прочие аксессуары для телефонов
14318,1013.0,Прочие запчасти для мобильных устройств
14324,1099.0,PlayStation
14328,1103.0,Игры для других платформ
14332,1142.0,Прочие аксессуары для фото/видеотехники
14336,1242.0,Все ноутбуки
14337,1245.0,Прочие аксессуары для планшетов
14348,1389.0,Пылесосы
14351,1392.0,Прочее швейное оборудование
14352,1393.0,Прочие приборы для приготовления блюд
14354,1395.0,Прочие приборы для измельчения
14355,1005.0,Запчасти для мобильных телефонов
14363,1031.0,Игры для PC
14373,1110.0,Корпуса и док-станции для накопителей
14376,1110.0,Процессоры игровые
14378,1147.0,Аксессуары для принтеров и МФУ
14379,1147.0,Запчасти для принтеров и МФУ
14383,1243.0,Запчасти для ноутбуков
14386,1281.0,Очки виртуальной реальности
14387,1282.0,Блоки питания для компьютеров
14389,1282.0,Внутренние жесткие диски и SSD
14394,1282.0,Процессоры игровые
14407,3648.0,Комплекты клавиатур и мышей
14410,3648.0,Мыши
14423,3649.0,Спутниковое ТВ
14425,3668.0,HHD
14426,3668.0,SSD
30000,10047.0,Экраны и матрицы для ноутбуков
30002,10047.0,Корпусные детали для ноутбуков
30006,10047.0,Шлейфы и платы для ноутбуков
30011,10150.0,Активная акустика
30012,10150.0,Сабвуфер активный
30014,10150.0,Напольная акустика
30015,10150.0,Hi-Fi
30036,10425.0,Струйные принтеры
30037,10425.0,Лазерные МФУ
30038,10425.0,Струйные МФУ
30039,10425.0,Фотопринтеры
30040,10425.0,Принтеры и МФУ
30041,10428.0,Картриджи для оргтехники
30043,10428.0,Расходные материалы для принтеров
30044,10428.0,Аксессуары для 3D-принтеров
30045,10435.0,Офисная бумага и пленка
30050,10542.0,Аксессуары для мультиварок
30052,10542.0,Прочие аксессуары и расходники для мелкой кухонной техники
30054,10559.0,Аксессуары для блендеров
30055,10559.0,Аксессуары для мясорубок
30056,10559.0,Аксессуары для кухонных комбайнов
30057,10559.0,Прочие аксессуары для мелкой техники
30058,10559.0,Запчасти для мелкой кухонной техники
30060,10603.0,Умные видеорегистраторы
30109,10627.0,Электронные конструкторы
30111,10627.0,Конструкторы на солнечных батареях
30112,10627.0,Конструкторы на соленой воде
30114,10627.0,Наборы для робототехники
30116,10627.0,Stem-конструкторы
30118,10627.0,Комплектующие и аксессуары для робототехники
30120,10628.0,Радиоуправляемые машины и мотоциклы
30123,10628.0,Радиоуправляемый водный транспорт
30128,10643.0,Развивающие игрушки Lego
30132,10643.0,Развивающие игрушки Жирафики
30141,10646.0,Развивающие коврики для малышей
30180,10849.0,Ниблеры для малышей
30181,10849.0,Аксессуары для бутылочек
30183,11001.0,Новогодние искусственные елки
30184,11001.0,Новогодние живые елки
30188,11001.0,Новогодняя посуда
30214,11157.0,Квадрокоптеры для съемок
30217,11157.0,Микро и мини квадрокоптеры
30219,11157.0,Комплектующие и аксессуары для квадрокоптеров
30397,11744.0,Наполнители и аксессуары для аквариумных фильтров
30408,11767.0,Эспандеры и кистевые тренажеры
30411,11767.0,Скамьи и стойки
30414,11767.0,Утяжелители
30416,11767.0,Аксессуары для фитнеса
30417,11767.0,Турники и брусья
30419,11767.0,Ролики для пресса
30420,11767.0,Бодибары
30541,11849.0,Якорные и судовые лебедки и панели управления
30542,11849.0,"Аксессуары для лодок, катеров и яхт"
30627,12090.0,Рыболовные катушки
30706,12205.0,Детские беговелы
30707,12205.0,Детские веломобили
30754,12385.0,Угловые шлифмашинки (болгарки)
30757,12385.0,Граверы (Прямошлифовальные машины)
30758,12385.0,Реноваторы (МФИ)
30759,12385.0,Полировальные машины
30766,12411.0,Верстаки
30768,12411.0,Стамески
30769,12411.0,Ручные рубанки
30770,12412.0,Пассатижи
30771,12412.0,Напильники и надфили
30776,12412.0,"Тонкогубцы, круглогубцы и длинногубцы"
30787,12414.0,Гвоздескобозабивные пистолеты и строительные степлеры
30789,12415.0,Электрические паяльники и паяльные станции
30793,12416.0,Пистолеты для монтажной пены
30796,12417.0,Труборезы
30797,12417.0,Трубогибы
30803,12440.0,Стеклодомкраты
30804,12444.0,Сверла и наборы
30805,12444.0,Коронки и наборы для электроинструмента
30806,12444.0,"Буры, долота, пики для перфораторов"
30814,12445.0,Цепи и шины для электро- бензопил
30818,12446.0,Фрезы
30827,12450.0,Шлифовальные круги
30834,12463.0,Лазерные уровни и нивелиры
30835,12463.0,Дальномеры
30837,12463.0,Ручные уровни и отвесы
30839,12463.0,Измерительные рулетки и мерные ленты
30840,12463.0,Штангенциркули
30841,12463.0,Строительные угломеры и уклономеры
30843,12463.0,Теодолиты и тахеометры
30844,12463.0,Дорожные курвиметры
30846,12463.0,"Прочие инструменты для измерения расстояний, длин и углов наклона"
30847,12464.0,Электроизмерительные мультиметры и тестеры
30849,12464.0,Токовые клещи
30851,12482.0,Электроды для сварки
30897,12553.0,Расширительные баки
30899,12555.0,Водопроводные трубы
30901,12555.0,Гибкие подводки
30903,12555.0,Фитинги для металлопластиковых труб и труб из сшитого полиэтилена
30914,12559.0,Сепараторы
30920,12563.0,Мотопомпы
30923,12570.0,Комплектующие для строительных труб
30926,12570.0,Сантехнические хомуты
30927,12704.0,Реле
30930,12704.0,Таймеры и реле времени
30931,12704.0,"Датчики температуры, влажности и заморозки"
30935,12704.0,"Концевые, позиционные и шарнирные выключатели"
30936,12704.0,"Прочие датчики, считыватели и преобразователи"
30938,12710.0,Кабельные стяжки
30943,12715.0,Комплектующие для молниезащиты и заземления
30947,12717.0,Видеорегистраторы систем видеонаблюдения
30951,12718.0,Комплектующие для шлагбаумов и ворот
30953,12725.0,Системы защиты от протечек воды
30955,12725.0,Комплектующие для систем защиты от протечек
30968,12791.0,Уличное освещение
30971,12797.0,Элементы светильников
30972,12797.0,Комплектующие для трек-систем и спотов
30977,12797.0,"Трансформаторы, драйверы, блоки питания"
30979,12980.0,Кастрюли и ковши
30980,12980.0,Наборы посуды
30981,12981.0,Сковороды
30982,12981.0,Сковороды для блинов и оладий
30984,12981.0,Сковороды-гриль
30986,12981.0,Крышки для сковород
30987,12981.0,Сотейники
30988,12981.0,Наборы сковород
30989,12982.0,Кастрюли и ковши из нержавеющей стали
30992,12982.0,Крышки для кастрюль
30993,12982.0,Наборы кастрюль
30994,12984.0,Формы для выпечки
30996,12984.0,Противни
30997,12984.0,Формы для хлеба
31000,12984.0,Формы для печенья
31013,12991.0,Наборы столовых приборов
31031,13294.0,Умные камеры видеонаблюдения
31084,13453.0,Ремешки и браслеты для мужских наручных часов
31085,13453.0,Карманные часы
31092,13454.0,Дорожные аксессуары
31309,13655.0,Сушилки и формодержатели для обуви
31316,13687.0,Для спины
31317,13687.0,Для тела
31318,13687.0,Для рук
31321,13687.0,Электрические массажёры
31322,11001.0,Новогодний текстиль
31329,11001.0,Декоративные свечи
31403,10047.0,Прочие запчасти для ноутбуков
31404,1015.0,Коврики для мышек
31405,3674.0,Запчасти для принтеров и МФУ
31406,3674.0,Картриджи и тонеры
31408,3674.0,Расходные материалы для принтеров и МФУ
31418,14383.0,Видеокарты и видеочипы для ноутбуков
31419,14383.0,Клавиатуры и кнопки для ноутбуков
31422,14383.0,Разъемы для ноутбуков
31423,14383.0,Системы охлаждения для ноутбуков
31426,14355.0,Аккумуляторы для мобильных телефонов
31431,14355.0,Коннекторы и контейнеры для телефонов
31433,14355.0,Корпусные детали для телефонов
31434,14355.0,Клавиатуры и кнопки для телефонов
31435,14355.0,Прочие запчасти для мобильных устройств
